Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;0.3;10.0
2;200;10;2;sqrt;
3;500;10;1;log2;10.0
4;200;5;1;sqrt;
5;300;10;2;log2;
6;200;2;2;log2;10.0
7;200;2;4;sqrt;
8;100;2;2;0.3;20.0
9;200;10;1;sqrt;20.0
10;100;2;2;log2;10.0
11;300;5;1;sqrt;20.0
12;200;10;2;0.3;20.0
13;100;10;2;log2;
14;500;2;1;0.3;
15;200;10;1;0.3;20.0
16;300;10;4;0.3;10.0
17;500;10;4;0.3;
18;500;5;4;log2;20.0
19;500;5;2;sqrt;20.0
20;500;5;4;0.3;
21;100;10;2;sqrt;20.0
22;300;10;2;sqrt;
23;200;5;4;0.3;10.0
24;100;10;1;0.3;
25;200;10;4;0.3;20.0
26;200;10;2;log2;
27;100;2;1;log2;20.0
28;300;2;2;0.3;
29;100;2;2;0.3;10.0
30;300;10;2;sqrt;10.0
